"","sitecode","trap_ID","lat","long","buffer_m","fc_threshold","fc_npix","fc_frac_loss","fc_frac_gain","fc_frac_lossgain"
"1521","MAS","CT-MAS-3-27",-2.9804601,-59.8934198,"120m buffer",75,48,0,0,0
"1522","MAS","CT-MAS-3-28",-2.996496,-59.935479,"30m buffer",75,4,0,0,0
"1523","MAS","CT-MAS-3-28",-2.996496,-59.935479,"60m buffer",75,13,0,0,0
"1524","MAS","CT-MAS-3-28",-2.996496,-59.935479,"120m buffer",75,49,0,0,0
"1525","MAS","CT-MAS-3-29",-2.993777,-59.918618,"30m buffer",75,2,0,0,0
"1526","MAS","CT-MAS-3-29",-2.993777,-59.918618,"60m buffer",75,12,0,0,0
"1527","MAS","CT-MAS-3-29",-2.993777,-59.918618,"120m buffer",75,46,0,0,0
"1528","MAS","CT-MAS-3-30",-2.991379,-59.9004,"30m buffer",75,2,0,0,0
"1529","MAS","CT-MAS-3-30",-2.991379,-59.9004,"60m buffer",75,12,0,0,0
"1530","MAS","CT-MAS-3-30",-2.991379,-59.9004,"120m buffer",75,45,0,0,0
"1531","NAK","CT-NAK-1-01",18.283875,104.253691,"30m buffer",75,2,0,0,0
"1532","NAK","CT-NAK-1-01",18.283875,104.253691,"60m buffer",75,12,0,0,0
"1533","NAK","CT-NAK-1-01",18.283875,104.253691,"120m buffer",75,48,0,0,0
"1534","NAK","CT-NAK-1-02",18.283376,104.266841,"30m buffer",75,3,0,0,0
"1535","NAK","CT-NAK-1-02",18.283376,104.266841,"60m buffer",75,14,0,0,0
"1536","NAK","CT-NAK-1-02",18.283376,104.266841,"120m buffer",75,50,0,0,0
"1537","NAK","CT-NAK-1-03",18.29658,104.253766,"30m buffer",75,4,0,0,0
"1538","NAK","CT-NAK-1-03",18.29658,104.253766,"60m buffer",75,13,0,0,0
"1539","NAK","CT-NAK-1-03",18.29658,104.253766,"120m buffer",75,50,0,0,0
"1540","NAK","CT-NAK-1-04",18.296735,104.266735,"30m buffer",75,3,0,0,0
"1541","NAK","CT-NAK-1-04",18.296735,104.266735,"60m buffer",75,13,0,0,0
"1542","NAK","CT-NAK-1-04",18.296735,104.266735,"120m buffer",75,50,0,0,0
"1543","NAK","CT-NAK-1-05",18.296772,104.280122,"30m buffer",75,4,0,0,0
"1544","NAK","CT-NAK-1-05",18.296772,104.280122,"60m buffer",75,12,0,0,0
"1545","NAK","CT-NAK-1-05",18.296772,104.280122,"120m buffer",75,51,0,0,0
"1546","NAK","CT-NAK-1-06",18.309123,104.266551,"30m buffer",75,3,0,0,0
"1547","NAK","CT-NAK-1-06",18.309123,104.266551,"60m buffer",75,14,0,0,0
"1548","NAK","CT-NAK-1-06",18.309123,104.266551,"120m buffer",75,49,0,0,0
"1549","NAK","CT-NAK-1-07",18.309329,104.279804,"30m buffer",75,4,0,0,0
"1550","NAK","CT-NAK-1-07",18.309329,104.279804,"60m buffer",75,13,0,0,0
"1551","NAK","CT-NAK-1-07",18.309329,104.279804,"120m buffer",75,51,0,0,0
"1552","NAK","CT-NAK-1-08",18.321527,104.266739,"30m buffer",75,4,0,0,0
"1553","NAK","CT-NAK-1-08",18.321527,104.266739,"60m buffer",75,14,0,0,0
"1554","NAK","CT-NAK-1-08",18.321527,104.266739,"120m buffer",75,52,0,0,0
"1555","NAK","CT-NAK-1-09",18.321486,104.280271,"30m buffer",75,2,0,0,0
"1556","NAK","CT-NAK-1-09",18.321486,104.280271,"60m buffer",75,13,0,0,0
"1557","NAK","CT-NAK-1-09",18.321486,104.280271,"120m buffer",75,53,0,0,0
"1558","NAK","CT-NAK-1-10",18.321955,104.293069,"30m buffer",75,3,0,0,0
"1559","NAK","CT-NAK-1-10",18.321955,104.293069,"60m buffer",75,10,0,0,0
"1560","NAK","CT-NAK-1-10",18.321955,104.293069,"120m buffer",75,48,0,0,0
"1561","NAK","CT-NAK-1-11",18.335094,104.253049,"30m buffer",75,2,0,0,0
"1562","NAK","CT-NAK-1-11",18.335094,104.253049,"60m buffer",75,13,0,0,0
"1563","NAK","CT-NAK-1-11",18.335094,104.253049,"120m buffer",75,52,0.0576923076923077,0,0
"1564","NAK","CT-NAK-1-12",18.334194,104.267102,"30m buffer",75,2,0,0,0
"1565","NAK","CT-NAK-1-12",18.334194,104.267102,"60m buffer",75,12,0,0,0
"1566","NAK","CT-NAK-1-12",18.334194,104.267102,"120m buffer",75,49,0,0,0
"1567","NAK","CT-NAK-1-13",18.334957,104.279491,"30m buffer",75,3,0,0,0
"1568","NAK","CT-NAK-1-13",18.334957,104.279491,"60m buffer",75,12,0,0,0
"1569","NAK","CT-NAK-1-13",18.334957,104.279491,"120m buffer",75,49,0,0,0
"1570","NAK","CT-NAK-1-14",18.334362,104.293906,"30m buffer",75,3,0,0,0
"1571","NAK","CT-NAK-1-14",18.334362,104.293906,"60m buffer",75,12,0,0,0
"1572","NAK","CT-NAK-1-14",18.334362,104.293906,"120m buffer",75,51,0,0,0
"1573","NAK","CT-NAK-1-15",18.346755,104.26689,"30m buffer",75,3,0,0,0
"1574","NAK","CT-NAK-1-15",18.346755,104.26689,"60m buffer",75,13,0,0,0
"1575","NAK","CT-NAK-1-15",18.346755,104.26689,"120m buffer",75,51,0,0,0
"1576","NAK","CT-NAK-1-16",18.347564,104.279762,"30m buffer",75,3,0,0,0
"1577","NAK","CT-NAK-1-16",18.347564,104.279762,"60m buffer",75,12,0,0,0
"1578","NAK","CT-NAK-1-16",18.347564,104.279762,"120m buffer",75,51,0.0196078431372549,0,0
"1579","NAK","CT-NAK-1-17",18.360108,104.279859,"30m buffer",75,4,0,0,0
"1580","NAK","CT-NAK-1-17",18.360108,104.279859,"60m buffer",75,12,0,0,0
"1581","NAK","CT-NAK-1-17",18.360108,104.279859,"120m buffer",75,51,0,0,0
"1582","NAK","CT-NAK-2-01",18.347404,104.174538,"30m buffer",75,4,0,0,0
"1583","NAK","CT-NAK-2-01",18.347404,104.174538,"60m buffer",75,13,0,0,0
"1584","NAK","CT-NAK-2-01",18.347404,104.174538,"120m buffer",75,51,0,0,0
"1585","NAK","CT-NAK-2-02",18.346483,104.187085,"30m buffer",75,4,0,0,0
"1586","NAK","CT-NAK-2-02",18.346483,104.187085,"60m buffer",75,12,0,0,0
"1587","NAK","CT-NAK-2-02",18.346483,104.187085,"120m buffer",75,50,0,0,0
"1588","NAK","CT-NAK-2-03",18.359387,104.16059,"30m buffer",75,3,0,0,0
"1589","NAK","CT-NAK-2-03",18.359387,104.16059,"60m buffer",75,11,0,0,0
"1590","NAK","CT-NAK-2-03",18.359387,104.16059,"120m buffer",75,49,0,0,0
"1591","NAK","CT-NAK-2-04",18.35982,104.174274,"30m buffer",75,4,0,0,0
"1592","NAK","CT-NAK-2-04",18.35982,104.174274,"60m buffer",75,13,0,0,0
"1593","NAK","CT-NAK-2-04",18.35982,104.174274,"120m buffer",75,51,0,0,0
"1594","NAK","CT-NAK-2-05",18.359016,104.187019,"30m buffer",75,4,0,0,0
"1595","NAK","CT-NAK-2-05",18.359016,104.187019,"60m buffer",75,13,0,0,0
"1596","NAK","CT-NAK-2-05",18.359016,104.187019,"120m buffer",75,51,0,0,0
"1597","NAK","CT-NAK-2-06",18.371915,104.160552,"30m buffer",75,4,0,0,0
"1598","NAK","CT-NAK-2-06",18.371915,104.160552,"60m buffer",75,12,0,0,0
"1599","NAK","CT-NAK-2-06",18.371915,104.160552,"120m buffer",75,47,0,0,0
"1600","NAK","CT-NAK-2-07",18.372069,104.173505,"30m buffer",75,4,0,0,0
"1601","NAK","CT-NAK-2-07",18.372069,104.173505,"60m buffer",75,12,0,0,0
"1602","NAK","CT-NAK-2-07",18.372069,104.173505,"120m buffer",75,52,0,0,0
"1603","NAK","CT-NAK-2-08",18.37207,104.186358,"30m buffer",75,3,0,0,0
"1604","NAK","CT-NAK-2-08",18.37207,104.186358,"60m buffer",75,14,0,0,0
"1605","NAK","CT-NAK-2-08",18.37207,104.186358,"120m buffer",75,49,0,0,0
"1606","NAK","CT-NAK-2-09",18.384357,104.17381,"30m buffer",75,4,0,0,0
"1607","NAK","CT-NAK-2-09",18.384357,104.17381,"60m buffer",75,13,0,0,0
"1608","NAK","CT-NAK-2-09",18.384357,104.17381,"120m buffer",75,49,0,0,0
"1609","NAK","CT-NAK-2-10",18.384418,104.186407,"30m buffer",75,3,0,0,0
"1610","NAK","CT-NAK-2-10",18.384418,104.186407,"60m buffer",75,11,0,0,0
"1611","NAK","CT-NAK-2-10",18.384418,104.186407,"120m buffer",75,48,0,0,0
"1612","NAK","CT-NAK-2-11",18.397793,104.14685,"30m buffer",75,2,0,0,0
"1613","NAK","CT-NAK-2-11",18.397793,104.14685,"60m buffer",75,12,0,0,0
"1614","NAK","CT-NAK-2-11",18.397793,104.14685,"120m buffer",75,49,0,0,0
"1615","NAK","CT-NAK-2-12",18.39726,104.160219,"30m buffer",75,3,0,0,0
"1616","NAK","CT-NAK-2-12",18.39726,104.160219,"60m buffer",75,12,0,0,0
"1617","NAK","CT-NAK-2-12",18.39726,104.160219,"120m buffer",75,49,0,0,0
"1618","NAK","CT-NAK-2-13",18.409936,104.159494,"30m buffer",75,3,0,0,0
"1619","NAK","CT-NAK-2-13",18.409936,104.159494,"60m buffer",75,13,0,0,0
"1620","NAK","CT-NAK-2-13",18.409936,104.159494,"120m buffer",75,51,0,0,0
"1621","NAK","CT-NAK-3-01",18.424045,104.109242,"30m buffer",75,4,0,0,0
"1622","NAK","CT-NAK-3-01",18.424045,104.109242,"60m buffer",75,13,0,0,0
"1623","NAK","CT-NAK-3-01",18.424045,104.109242,"120m buffer",75,51,0,0,0
"1624","NAK","CT-NAK-3-02",18.434963,104.094992,"30m buffer",75,3,0,0,0
"1625","NAK","CT-NAK-3-02",18.434963,104.094992,"60m buffer",75,12,0,0,0
"1626","NAK","CT-NAK-3-02",18.434963,104.094992,"120m buffer",75,49,0,0,0
"1627","NAK","CT-NAK-3-03",18.436687,104.10938,"30m buffer",75,3,0,0,0
"1628","NAK","CT-NAK-3-03",18.436687,104.10938,"60m buffer",75,12,0,0,0
"1629","NAK","CT-NAK-3-03",18.436687,104.10938,"120m buffer",75,48,0,0,0
"1630","NAK","CT-NAK-3-04",18.448873,104.096155,"30m buffer",75,3,0,0,0
"1631","NAK","CT-NAK-3-04",18.448873,104.096155,"60m buffer",75,10,0,0,0
"1632","NAK","CT-NAK-3-04",18.448873,104.096155,"120m buffer",75,48,0,0,0
"1633","NAK","CT-NAK-3-05",18.448957,104.109686,"30m buffer",75,3,0,0,0
"1634","NAK","CT-NAK-3-05",18.448957,104.109686,"60m buffer",75,13,0,0,0
"1635","NAK","CT-NAK-3-05",18.448957,104.109686,"120m buffer",75,51,0,0,0
"1636","NAK","CT-NAK-3-06",18.461402,104.082972,"30m buffer",75,2,0,0,0
"1637","NAK","CT-NAK-3-06",18.461402,104.082972,"60m buffer",75,12,0,0,0
"1638","NAK","CT-NAK-3-06",18.461402,104.082972,"120m buffer",75,48,0,0,0
"1639","NAK","CT-NAK-3-07",18.461383,104.096245,"30m buffer",75,2,0,0,0
"1640","NAK","CT-NAK-3-07",18.461383,104.096245,"60m buffer",75,12,0,0,0
"1641","NAK","CT-NAK-3-07",18.461383,104.096245,"120m buffer",75,51,0,0,0
"1642","NAK","CT-NAK-3-08",18.461457,104.109366,"30m buffer",75,3,0,0,0
"1643","NAK","CT-NAK-3-08",18.461457,104.109366,"60m buffer",75,13,0,0,0
"1644","NAK","CT-NAK-3-08",18.461457,104.109366,"120m buffer",75,50,0,0,0
"1645","NAK","CT-NAK-3-09",18.473912,104.082643,"30m buffer",75,2,0,0,0
"1646","NAK","CT-NAK-3-09",18.473912,104.082643,"60m buffer",75,12,0,0,0
"1647","NAK","CT-NAK-3-09",18.473912,104.082643,"120m buffer",75,48,0,0,0
"1648","NAK","CT-NAK-3-10",18.474862,104.096041,"30m buffer",75,4,0,0,0
"1649","NAK","CT-NAK-3-10",18.474862,104.096041,"60m buffer",75,14,0,0,0
"1650","NAK","CT-NAK-3-10",18.474862,104.096041,"120m buffer",75,52,0,0,0
"1651","NAK","CT-NAK-3-11",18.47407,104.109387,"30m buffer",75,3,0,0,0
"1652","NAK","CT-NAK-3-11",18.47407,104.109387,"60m buffer",75,13,0,0,0
"1653","NAK","CT-NAK-3-11",18.47407,104.109387,"120m buffer",75,51,0,0,0
"1654","NAK","CT-NAK-3-12",18.486867,104.069163,"30m buffer",75,2,0,0,0
"1655","NAK","CT-NAK-3-12",18.486867,104.069163,"60m buffer",75,12,0,0,0
"1656","NAK","CT-NAK-3-12",18.486867,104.069163,"120m buffer",75,52,0,0,0
"1657","NAK","CT-NAK-3-13",18.486736,104.082499,"30m buffer",75,2,0,0,0
"1658","NAK","CT-NAK-3-13",18.486736,104.082499,"60m buffer",75,12,0,0,0
"1659","NAK","CT-NAK-3-13",18.486736,104.082499,"120m buffer",75,52,0,0,0
"1660","NAK","CT-NAK-3-14",18.485119,104.096943,"30m buffer",75,2,0,0,0
"1661","NAK","CT-NAK-3-14",18.485119,104.096943,"60m buffer",75,13,0,0,0
"1662","NAK","CT-NAK-3-14",18.485119,104.096943,"120m buffer",75,52,0,0,0
"1663","NAK","CT-NAK-3-15",18.486678,104.108771,"30m buffer",75,2,0,0,0
"1664","NAK","CT-NAK-3-15",18.486678,104.108771,"60m buffer",75,12,0,0,0
"1665","NAK","CT-NAK-3-15",18.486678,104.108771,"120m buffer",75,49,0,0,0
"1666","NAK","CT-NAK-3-16",18.498446,104.058371,"30m buffer",75,3,0,0,0
"1667","NAK","CT-NAK-3-16",18.498446,104.058371,"60m buffer",75,14,0,0,0
"1668","NAK","CT-NAK-3-16",18.498446,104.058371,"120m buffer",75,50,0,0,0
"1669","NAK","CT-NAK-3-17",18.498984,104.069317,"30m buffer",75,4,0,0,0
"1670","NAK","CT-NAK-3-17",18.498984,104.069317,"60m buffer",75,13,0,0,0
"1671","NAK","CT-NAK-3-17",18.498984,104.069317,"120m buffer",75,50,0,0,0
"1672","NAK","CT-NAK-3-18",18.499817,104.082593,"30m buffer",75,4,0,0,0
"1673","NAK","CT-NAK-3-18",18.499817,104.082593,"60m buffer",75,13,0,0,0
"1674","NAK","CT-NAK-3-18",18.499817,104.082593,"120m buffer",75,51,0,0,0
"1675","NAK","CT-NAK-3-19",18.498021,104.096693,"30m buffer",75,3,0,0,0
"1676","NAK","CT-NAK-3-19",18.498021,104.096693,"60m buffer",75,11,0,0,0
"1677","NAK","CT-NAK-3-19",18.498021,104.096693,"120m buffer",75,49,0,0,0
"1678","NAK","CT-NAK-3-20",18.499917,104.108668,"30m buffer",75,3,0,0,0
"1679","NAK","CT-NAK-3-20",18.499917,104.108668,"60m buffer",75,13,0,0,0
"1680","NAK","CT-NAK-3-20",18.499917,104.108668,"120m buffer",75,51,0,0,0
"1681","NAK","CT-NAK-3-21",18.512308,104.056541,"30m buffer",75,4,0,0,0
"1682","NAK","CT-NAK-3-21",18.512308,104.056541,"60m buffer",75,13,0,0,0
"1683","NAK","CT-NAK-3-21",18.512308,104.056541,"120m buffer",75,50,0,0,0
"1684","NAK","CT-NAK-3-22",18.512107,104.06874,"30m buffer",75,4,0,0,0
"1685","NAK","CT-NAK-3-22",18.512107,104.06874,"60m buffer",75,12,0,0,0
"1686","NAK","CT-NAK-3-22",18.512107,104.06874,"120m buffer",75,52,0,0,0
"1687","NAK","CT-NAK-3-23",18.5112,104.08235,"30m buffer",75,4,0,0,0
"1688","NAK","CT-NAK-3-23",18.5112,104.08235,"60m buffer",75,13,0,0,0
"1689","NAK","CT-NAK-3-23",18.5112,104.08235,"120m buffer",75,50,0,0,0
"1690","NAK","CT-NAK-3-24",18.51205,104.09565,"30m buffer",75,4,0,0,0
"1691","NAK","CT-NAK-3-24",18.51205,104.09565,"60m buffer",75,13,0,0,0
"1692","NAK","CT-NAK-3-24",18.51205,104.09565,"120m buffer",75,51,0,0,0
"1693","NAK","CT-NAK-3-25",18.524484,104.042516,"30m buffer",75,3,0,0,0
"1694","NAK","CT-NAK-3-25",18.524484,104.042516,"60m buffer",75,11,0,0,0
"1695","NAK","CT-NAK-3-25",18.524484,104.042516,"120m buffer",75,49,0,0,0
"1696","NAK","CT-NAK-3-26",18.5243,104.05587,"30m buffer",75,3,0,0,0
"1697","NAK","CT-NAK-3-26",18.5243,104.05587,"60m buffer",75,14,0,0,0
"1698","NAK","CT-NAK-3-26",18.5243,104.05587,"120m buffer",75,49,0,0,0
"1699","NAK","CT-NAK-3-27",18.525205,104.069114,"30m buffer",75,3,0,0,0
"1700","NAK","CT-NAK-3-27",18.525205,104.069114,"60m buffer",75,13,0,0,0
"1701","NAK","CT-NAK-3-27",18.525205,104.069114,"120m buffer",75,51,0,0,0
"1702","NAK","CT-NAK-3-28",18.53684,104.029288,"30m buffer",75,4,0,0,0
"1703","NAK","CT-NAK-3-28",18.53684,104.029288,"60m buffer",75,13,0,0,0
"1704","NAK","CT-NAK-3-28",18.53684,104.029288,"120m buffer",75,51,0,0,0
"1705","NAK","CT-NAK-3-29",18.536803,104.04255,"30m buffer",75,4,0,0,0
"1706","NAK","CT-NAK-3-29",18.536803,104.04255,"60m buffer",75,14,0,0,0
"1707","NAK","CT-NAK-3-29",18.536803,104.04255,"120m buffer",75,48,0,0,0
"1708","NAK","CT-NAK-3-30",18.53756,104.055592,"30m buffer",75,3,0,0,0
"1709","NAK","CT-NAK-3-30",18.53756,104.055592,"60m buffer",75,12,0,0,0
"1710","NAK","CT-NAK-3-30",18.53756,104.055592,"120m buffer",75,50,0,0,0
"1711","NNN","CT-NNN-1-01",2.6976397,16.6181041,"30m buffer",75,4,0,0,0
"1712","NNN","CT-NNN-1-01",2.6976397,16.6181041,"60m buffer",75,14,0,0,0
"1713","NNN","CT-NNN-1-01",2.6976397,16.6181041,"120m buffer",75,48,0,0,0
"1714","NNN","CT-NNN-1-02",2.6850635,16.5928464,"30m buffer",75,3,0,0,0
"1715","NNN","CT-NNN-1-02",2.6850635,16.5928464,"60m buffer",75,13,0,0,0
"1716","NNN","CT-NNN-1-02",2.6850635,16.5928464,"120m buffer",75,47,0,0,0
"1717","NNN","CT-NNN-1-03",2.6849922,16.6053786,"30m buffer",75,2,0,0,0
"1718","NNN","CT-NNN-1-03",2.6849922,16.6053786,"60m buffer",75,12,0,0,0
"1719","NNN","CT-NNN-1-03",2.6849922,16.6053786,"120m buffer",75,46,0,0,0
"1720","NNN","CT-NNN-1-04",2.6851099,16.6182777,"30m buffer",75,3,0,0,0
"1721","NNN","CT-NNN-1-04",2.6851099,16.6182777,"60m buffer",75,13,0,0,0
"1722","NNN","CT-NNN-1-04",2.6851099,16.6182777,"120m buffer",75,49,0,0,0
"1723","NNN","CT-NNN-1-05",2.6721656,16.5924679,"30m buffer",75,3,0,0,0
"1724","NNN","CT-NNN-1-05",2.6721656,16.5924679,"60m buffer",75,11,0,0,0
"1725","NNN","CT-NNN-1-05",2.6721656,16.5924679,"120m buffer",75,46,0,0,0
"1726","NNN","CT-NNN-1-06",2.6723022,16.6048381,"30m buffer",75,4,0,0,0
"1727","NNN","CT-NNN-1-06",2.6723022,16.6048381,"60m buffer",75,13,0,0,0
"1728","NNN","CT-NNN-1-06",2.6723022,16.6048381,"120m buffer",75,49,0,0,0
"1729","NNN","CT-NNN-1-07",2.6722322,16.6181253,"30m buffer",75,2,0,0,0
"1730","NNN","CT-NNN-1-07",2.6722322,16.6181253,"60m buffer",75,10,0,0,0
"1731","NNN","CT-NNN-1-07",2.6722322,16.6181253,"120m buffer",75,47,0,0,0
"1732","NNN","CT-NNN-1-08",2.6596329,16.5925142,"30m buffer",75,2,0,0,0
"1733","NNN","CT-NNN-1-08",2.6596329,16.5925142,"60m buffer",75,11,0,0,0
"1734","NNN","CT-NNN-1-08",2.6596329,16.5925142,"120m buffer",75,47,0,0,0
"1735","NNN","CT-NNN-1-09",2.6594586,16.6049558,"30m buffer",75,3,0,0,0
"1736","NNN","CT-NNN-1-09",2.6594586,16.6049558,"60m buffer",75,10,0,0,0
"1737","NNN","CT-NNN-1-09",2.6594586,16.6049558,"120m buffer",75,46,0,0,0
"1738","NNN","CT-NNN-1-10",2.6594679,16.6175743,"30m buffer",75,3,0,0,0
"1739","NNN","CT-NNN-1-10",2.6594679,16.6175743,"60m buffer",75,11,0,0,0
"1740","NNN","CT-NNN-1-10",2.6594679,16.6175743,"120m buffer",75,47,0,0,0
"1741","NNN","CT-NNN-1-11",2.6471468,16.5673488,"30m buffer",75,4,0,0,0
"1742","NNN","CT-NNN-1-11",2.6471468,16.5673488,"60m buffer",75,13,0,0,0
"1743","NNN","CT-NNN-1-11",2.6471468,16.5673488,"120m buffer",75,49,0,0,0
"1744","NNN","CT-NNN-1-12",2.6466873,16.579906,"30m buffer",75,2,0,0,0
"1745","NNN","CT-NNN-1-12",2.6466873,16.579906,"60m buffer",75,11,0,0,0
"1746","NNN","CT-NNN-1-12",2.6466873,16.579906,"120m buffer",75,47,0,0,0
"1747","NNN","CT-NNN-1-13",2.6341496,16.5672041,"30m buffer",75,3,0,0,0
"1748","NNN","CT-NNN-1-13",2.6341496,16.5672041,"60m buffer",75,11,0,0,0
"1749","NNN","CT-NNN-1-13",2.6341496,16.5672041,"120m buffer",75,45,0,0,0
"1750","NNN","CT-NNN-1-14",2.6344921,16.5803634,"30m buffer",75,3,0,0,0
"1751","NNN","CT-NNN-1-14",2.6344921,16.5803634,"60m buffer",75,12,0,0,0
"1752","NNN","CT-NNN-1-14",2.6344921,16.5803634,"120m buffer",75,47,0,0,0
"1753","NNN","CT-NNN-1-15",2.6342494,16.6050973,"30m buffer",75,4,0,0,0
"1754","NNN","CT-NNN-1-15",2.6342494,16.6050973,"60m buffer",75,13,0,0,0
"1755","NNN","CT-NNN-1-15",2.6342494,16.6050973,"120m buffer",75,49,0,0,0
"1756","NNN","CT-NNN-1-16",2.6219755,16.5672887,"30m buffer",75,3,0,0,0
"1757","NNN","CT-NNN-1-16",2.6219755,16.5672887,"60m buffer",75,11,0,0,0
"1758","NNN","CT-NNN-1-16",2.6219755,16.5672887,"120m buffer",75,47,0,0,0
"1759","NNN","CT-NNN-1-17",2.6217713,16.5926857,"30m buffer",75,4,0,0,0
"1760","NNN","CT-NNN-1-17",2.6217713,16.5926857,"60m buffer",75,13,0,0,0
"1761","NNN","CT-NNN-1-17",2.6217713,16.5926857,"120m buffer",75,49,0,0,0
"1762","NNN","CT-NNN-1-18",2.6223248,16.605098,"30m buffer",75,4,0,0,0
"1763","NNN","CT-NNN-1-18",2.6223248,16.605098,"60m buffer",75,13,0,0,0
"1764","NNN","CT-NNN-1-18",2.6223248,16.605098,"120m buffer",75,49,0,0,0
"1765","NNN","CT-NNN-1-19",2.6090784,16.5548537,"30m buffer",75,4,0,0,0
"1766","NNN","CT-NNN-1-19",2.6090784,16.5548537,"60m buffer",75,12,0,0,0
"1767","NNN","CT-NNN-1-19",2.6090784,16.5548537,"120m buffer",75,49,0,0,0
"1768","NNN","CT-NNN-1-20",2.6091687,16.5796543,"30m buffer",75,2,0,0,0
"1769","NNN","CT-NNN-1-20",2.6091687,16.5796543,"60m buffer",75,10,0,0,0
"1770","NNN","CT-NNN-1-20",2.6091687,16.5796543,"120m buffer",75,47,0,0,0
"1771","NNN","CT-NNN-1-21",2.6090359,16.5928174,"30m buffer",75,2,0,0,0
"1772","NNN","CT-NNN-1-21",2.6090359,16.5928174,"60m buffer",75,14,0,0,0
"1773","NNN","CT-NNN-1-21",2.6090359,16.5928174,"120m buffer",75,46,0,0,0
"1774","NNN","CT-NNN-1-22",2.6093896,16.605375,"30m buffer",75,3,0,0,0
"1775","NNN","CT-NNN-1-22",2.6093896,16.605375,"60m buffer",75,13,0,0,0
"1776","NNN","CT-NNN-1-22",2.6093896,16.605375,"120m buffer",75,49,0,0,0
"1777","NNN","CT-NNN-1-23",2.5964337,16.5421854,"30m buffer",75,3,0,0,0
"1778","NNN","CT-NNN-1-23",2.5964337,16.5421854,"60m buffer",75,11,0,0,0
"1779","NNN","CT-NNN-1-23",2.5964337,16.5421854,"120m buffer",75,47,0,0,0
"1780","NNN","CT-NNN-1-24",2.5968363,16.5672993,"30m buffer",75,4,0,0,0
"1781","NNN","CT-NNN-1-24",2.5968363,16.5672993,"60m buffer",75,13,0,0,0
"1782","NNN","CT-NNN-1-24",2.5968363,16.5672993,"120m buffer",75,49,0,0,0
"1783","NNN","CT-NNN-1-25",2.5966557,16.5799608,"30m buffer",75,2,0,0,0
"1784","NNN","CT-NNN-1-25",2.5966557,16.5799608,"60m buffer",75,10,0,0,0
"1785","NNN","CT-NNN-1-25",2.5966557,16.5799608,"120m buffer",75,46,0,0,0
"1786","NNN","CT-NNN-1-26",2.5961022,16.5927674,"30m buffer",75,3,0,0,0
"1787","NNN","CT-NNN-1-26",2.5961022,16.5927674,"60m buffer",75,9,0,0,0
"1788","NNN","CT-NNN-1-26",2.5961022,16.5927674,"120m buffer",75,45,0,0,0
"1789","NNN","CT-NNN-1-27",2.5840946,16.5427383,"30m buffer",75,3,0,0,0
"1790","NNN","CT-NNN-1-27",2.5840946,16.5427383,"60m buffer",75,12,0,0,0
"1791","NNN","CT-NNN-1-27",2.5840946,16.5427383,"120m buffer",75,47,0,0,0
"1792","NNN","CT-NNN-1-28",2.5836961,16.5546203,"30m buffer",75,4,0,0,0
"1793","NNN","CT-NNN-1-28",2.5836961,16.5546203,"60m buffer",75,13,0,0,0
"1794","NNN","CT-NNN-1-28",2.5836961,16.5546203,"120m buffer",75,49,0,0,0
"1795","NNN","CT-NNN-1-29",2.5835932,16.5673382,"30m buffer",75,2,0,0,0
"1796","NNN","CT-NNN-1-29",2.5835932,16.5673382,"60m buffer",75,12,0,0,0
"1797","NNN","CT-NNN-1-29",2.5835932,16.5673382,"120m buffer",75,45,0,0,0
"1798","NNN","CT-NNN-1-30",2.5836922,16.5799943,"30m buffer",75,2,0,0,0
"1799","NNN","CT-NNN-1-30",2.5836922,16.5799943,"60m buffer",75,10,0,0,0
"1800","NNN","CT-NNN-1-30",2.5836922,16.5799943,"120m buffer",75,48,0,0,0
"1801","NNN","CT-NNN-2-01",2.4191534,16.45397,"30m buffer",75,2,0,0,0
"1802","NNN","CT-NNN-2-01",2.4191534,16.45397,"60m buffer",75,10,0,0,0
"1803","NNN","CT-NNN-2-01",2.4191534,16.45397,"120m buffer",75,48,0,0,0
"1804","NNN","CT-NNN-2-01.1",2.41904173,16.45406283,"30m buffer",75,4,0,0,0
"1805","NNN","CT-NNN-2-01.1",2.41904173,16.45406283,"60m buffer",75,12,0,0,0
"1806","NNN","CT-NNN-2-01.1",2.41904173,16.45406283,"120m buffer",75,49,0,0,0
"1807","NNN","CT-NNN-2-02",2.4060924,16.4289271,"30m buffer",75,3,0,0,0
"1808","NNN","CT-NNN-2-02",2.4060924,16.4289271,"60m buffer",75,11,0,0,0
"1809","NNN","CT-NNN-2-02",2.4060924,16.4289271,"120m buffer",75,46,0,0,0
"1810","NNN","CT-NNN-2-02.1",2.40622563,16.42913212,"30m buffer",75,3,0,0,0
"1811","NNN","CT-NNN-2-02.1",2.40622563,16.42913212,"60m buffer",75,12,0,0,0
"1812","NNN","CT-NNN-2-02.1",2.40622563,16.42913212,"120m buffer",75,46,0,0,0
"1813","NNN","CT-NNN-2-03",2.4067099,16.4415559,"30m buffer",75,3,0,0,0
"1814","NNN","CT-NNN-2-03",2.4067099,16.4415559,"60m buffer",75,13,0,0,0
"1815","NNN","CT-NNN-2-03",2.4067099,16.4415559,"120m buffer",75,48,0,0,0
"1816","NNN","CT-NNN-2-04",2.4065561,16.4539373,"30m buffer",75,3,0,0,0
"1817","NNN","CT-NNN-2-04",2.4065561,16.4539373,"60m buffer",75,13,0,0,0
